City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,X1,X2,X3,X4,X5,X6,X7,X8,X9
C16,100,0,1,25,25,0,15,3.0,22,11610.0,0,0,0,1,0,0,0,0,0,0
C1,727,1,0,62,52,1,5,2.0,16,21168.0,0,1,0,0,0,0,0,0,0,0
C2,1639,1,1,62,62,0,5,1.0,19,15672.0,0,1,0,0,0,0,0,0,0,0
C3,3335,1,1,25,25,0,15,3.0,13,6432.0,1,0,0,1,0,0,0,0,0,0
C1,1801,0,1,66,66,0,7,3.0,22,15192.0,0,0,0,0,1,0,0,0,0,0
C10,1780,0,1,27,27,0,1,1.0,19,9884.0,0,0,1,0,0,0,0,0,0,0
C4,37,0,1,26,26,0,3,1.0,7,5512.0,0,1,0,0,0,0,0,0,0,0
C6,1708,0,1,25,25,0,15,3.0,20,9792.0,0,1,0,0,0,0,0,0,0,0
C13,1164,1,1,23,23,0,3,2.0,17,6650.0,0,1,0,0,0,0,0,0,0,0
C2,18,1,1,40,40,0,1,2.0,22,11168.0,0,0,0,0,1,0,0,0,0,0
C3,2374,1,1,38,38,0,13,3.0,14,10728.0,0,0,1,0,0,0,0,0,0,0
C20,4192,0,1,22,22,0,15,3.0,14,6420.0,0,1,0,0,0,0,0,0,0,0
C1,25,1,1,54,54,0,3,3.0,18,14322.0,1,1,0,0,0,0,0,0,0,0
C23,54,0,1,67,67,0,15,3.0,18,18172.0,0,0,0,0,1,0,0,0,0,0
C25,3653,1,1,54,54,0,15,3.0,1,14840.0,0,0,0,1,0,0,0,0,0,0
C1,494,1,1,42,42,0,1,1.0,19,11430.0,1,1,0,0,0,0,0,0,0,0
C4,2562,0,1,37,37,0,15,3.0,19,12780.0,0,0,1,0,0,0,0,0,0,0
C21,5277,0,1,41,41,0,9,1.0,17,15070.0,1,0,0,0,1,0,0,0,0,0
C1,141,1,1,50,50,0,10,3.0,19,11980.0,0,0,1,0,0,0,0,0,0,0
C1,2790,0,1,73,73,0,15,1.0,16,18420.0,1,1,0,0,0,0,0,0,0,0
C4,2780,1,0,56,53,1,15,3.0,12,15750.0,1,0,0,0,1,0,0,0,0,0
C2,17,1,1,50,50,0,12,3.0,18,12060.0,1,0,1,0,0,0,0,0,0,0
C1,1033,1,0,55,20,0,15,3.0,8,22576.4,0,0,0,0,0,1,0,0,0,0
C7,625,1,1,47,47,0,8,3.0,14,13728.0,0,0,0,0,0,0,1,0,0,0
C5,3535,0,1,57,57,0,1,3.0,17,15488.0,0,1,0,0,0,0,0,0,0,0
C2,316,1,1,62,62,0,15,3.0,21,17082.0,1,1,0,0,0,0,0,0,0,0
C1,2333,1,1,56,56,0,15,3.0,16,14812.0,0,1,0,0,0,0,0,0,0,0
C1,2412,1,1,36,36,0,3,3.0,21,12690.0,0,0,1,0,0,0,0,0,0,0
C10,1668,0,1,31,31,0,15,3.0,12,8890.0,1,1,0,0,0,0,0,0,0,0
C4,151,1,1,60,60,0,13,3.0,21,15000.0,1,0,1,0,0,0,0,0,0,0
C6,114,1,1,55,55,0,9,3.0,21,17280.0,0,0,1,0,0,0,0,0,0,0
C11,77,1,1,53,53,0,15,3.0,19,14846.0,0,1,0,0,0,0,0,0,0,0
C7,2266,1,1,43,43,0,15,3.0,20,13376.0,0,1,0,0,0,0,0,0,0,0
C3,1940,1,1,59,59,0,4,3.0,12,16980.0,0,1,0,0,0,0,0,0,0,0
C4,1008,1,1,27,27,0,4,1.0,18,11124.0,0,0,1,0,0,0,0,0,0,0
C6,1024,0,1,32,32,0,2,1.0,16,11610.0,1,1,0,0,0,0,0,0,0,0
C14,2809,0,0,52,16,0,15,3.0,18,23925.0,0,0,0,0,1,0,0,0,0,0
C3,3161,0,1,21,21,0,15,3.0,16,3714.0,0,0,1,0,0,0,0,0,0,0
C2,665,1,1,49,49,0,4,1.0,16,13240.0,0,1,0,0,0,0,0,0,0,0
C1,273,1,1,63,63,0,15,3.0,18,20352.0,0,1,0,0,0,0,0,0,0,0
C4,4331,1,1,38,38,0,2,1.0,19,10112.0,0,0,0,1,0,0,0,0,0,0
C2,290,1,1,51,51,0,4,3.0,21,11268.0,1,1,0,0,0,0,0,0,0,0
C26,1264,0,1,25,25,0,15,3.0,21,12294.0,0,1,0,0,0,0,0,0,0,0
C3,128,1,1,50,50,0,2,1.0,19,12852.0,1,1,0,0,0,0,0,0,0,0
C5,1588,1,1,41,41,0,15,3.0,18,14366.0,1,0,1,0,0,0,0,0,0,0
C1,255,1,1,71,71,0,7,2.0,20,20988.0,0,0,0,1,0,0,0,0,0,0
C1,3370,1,1,56,56,0,15,3.0,18,18004.0,0,0,0,0,0,1,0,0,0,0
C20,1640,1,1,58,58,0,8,3.0,22,14846.0,0,0,0,1,0,0,0,0,0,0
C2,3002,0,1,67,67,0,10,1.0,12,19516.0,1,0,1,0,0,0,0,0,0,0
C1,4709,0,1,27,27,0,15,3.0,5,7860.0,0,0,0,1,0,0,0,0,0,0
C4,1746,1,0,48,47,1,15,3.0,22,15800.4,0,1,0,0,0,0,0,0,0,0
C2,654,1,1,39,39,0,6,4.0,22,10656.0,1,0,0,1,0,0,0,0,0,0
C1,843,0,1,44,44,0,7,1.0,15,10638.0,1,0,1,0,0,0,0,0,0,0
C3,2070,0,1,69,69,0,4,3.0,16,14872.0,1,1,0,0,0,0,0,0,0,0
C4,2094,0,0,22,21,1,1,4.0,14,6552.0,1,0,0,0,1,0,0,0,0,0
C25,1266,0,1,24,24,0,15,3.0,19,3900.0,0,0,1,0,0,0,0,0,0,0
C2,1219,1,1,67,67,0,4,3.0,18,17030.0,0,1,0,0,0,0,0,0,0,0
C1,1767,1,1,75,75,0,3,4.0,17,19680.0,0,1,0,0,0,0,0,0,0,0
C5,539,0,1,33,33,0,2,1.0,20,13780.0,0,0,1,0,0,0,0,0,0,0
C11,2160,1,1,66,66,0,10,1.0,15,16980.0,1,1,0,0,0,0,0,0,0,0
C1,987,1,1,73,73,0,15,3.0,21,20190.0,0,0,0,1,0,0,0,0,0,0
C4,1370,1,1,37,37,0,2,3.0,21,12840.0,0,1,0,0,0,0,0,0,0,0
C34,1012,0,1,36,36,0,4,1.0,16,11646.0,0,0,0,0,1,0,0,0,0,0
C17,1339,0,1,54,54,0,12,1.0,12,11120.0,1,1,0,0,0,0,0,0,0,0
C14,2868,1,1,75,75,0,15,3.0,20,22610.0,0,0,0,0,1,0,0,0,0,0
C2,18,0,1,24,24,0,2,1.0,22,12528.0,0,0,1,0,0,0,0,0,0,0
C18,1449,0,1,46,46,0,15,3.0,12,10548.0,1,1,0,0,0,0,0,0,0,0
C3,1177,1,1,74,74,0,2,4.0,18,17070.0,0,1,0,0,0,0,0,0,0,0
C3,245,1,1,40,40,0,15,3.0,16,11440.0,0,0,0,0,0,1,0,0,0,0
C2,203,0,1,24,24,0,15,3.0,22,5504.0,0,0,0,0,1,0,0,0,0,0
C1,406,1,1,73,73,0,7,3.0,21,18750.0,0,1,0,0,0,0,0,0,0,0
C13,402,1,0,33,31,1,15,3.0,4,14943.6,0,0,0,0,0,1,0,0,0,0
C2,3294,1,1,52,52,0,6,4.0,18,16200.0,0,0,0,0,1,0,0,0,0,0
C20,159,0,1,24,24,0,15,3.0,18,5930.0,0,1,0,0,0,0,0,0,0,0
C2,3311,0,1,26,26,0,15,3.0,12,8208.0,0,0,1,0,0,0,0,0,0,0
C10,1803,0,1,25,25,0,2,3.0,21,11358.0,0,0,1,0,0,0,0,0,0,0
C4,1754,0,1,22,22,0,15,3.0,7,8624.0,0,0,1,0,0,0,0,0,0,0
C20,170,0,1,39,39,0,2,2.0,22,10980.0,0,0,0,1,0,0,0,0,0,0
C9,1912,1,0,38,36,1,3,2.0,22,16304.4,0,0,0,0,0,0,1,0,0,0
C16,2624,1,1,45,45,0,15,1.0,1,11680.0,0,1,0,0,0,0,0,0,0,0
C8,2123,0,1,19,19,0,15,3.0,21,7670.0,0,1,0,0,0,0,0,0,0,0
C1,15,0,1,53,53,0,15,3.0,21,18256.0,0,0,1,0,0,0,0,0,0,0
C2,438,1,1,75,75,0,15,3.0,21,20672.0,0,1,0,0,0,0,0,0,0,0
C15,4420,1,0,59,55,1,2,3.0,22,29520.0,0,0,1,0,0,0,0,0,0,0
C26,1264,1,0,51,18,1,3,3.0,18,22869.0,0,1,0,0,0,0,0,0,0,0
C1,2246,0,1,30,30,0,15,3.0,8,10864.0,0,1,0,0,0,0,0,0,0,0
C17,2964,1,0,59,58,1,2,4.0,22,23142.0,0,0,1,0,0,0,0,0,0,0
C3,71,0,1,75,75,0,15,3.0,2,26136.0,0,0,0,0,1,0,0,0,0,0
C4,3664,1,1,40,40,0,15,3.0,17,10480.0,1,0,1,0,0,0,0,0,0,0
C1,354,1,0,66,63,1,5,4.0,7,30822.4,1,0,0,0,0,0,0,0,1,0
C1,169,0,1,25,25,0,15,3.0,22,6870.0,1,1,0,0,0,0,0,0,0,0
C3,1283,0,1,26,26,0,15,3.0,16,6608.0,0,0,0,0,0,0,0,1,0,0
C2,1945,1,1,72,72,0,2,3.0,17,17220.0,0,0,0,0,1,0,0,0,0,0
C11,267,1,1,73,73,0,13,3.0,22,17080.0,0,0,1,0,0,0,0,0,0,0
C20,159,0,1,29,29,0,15,3.0,18,7812.0,0,1,0,0,0,0,0,0,0,0
C18,2443,0,1,33,33,0,4,4.0,22,11214.0,1,1,0,0,0,0,0,0,0,0
C10,1803,1,0,56,50,1,1,1.0,2,31180.8,0,0,0,1,0,0,0,0,0,0
C25,1290,1,0,59,49,1,15,4.0,22,18782.4,1,1,0,0,0,0,0,0,0,0
C2,2911,0,1,23,23,0,15,3.0,3,9226.0,0,1,0,0,0,0,0,0,0,0
C1,1657,1,1,49,49,0,8,1.0,15,13992.0,1,0,1,0,0,0,0,0,0,0
C4,2905,0,1,31,31,0,4,3.0,9,6300.0,0,1,0,0,0,0,0,0,0,0
C9,703,1,1,37,37,0,15,3.0,21,7668.0,0,0,1,0,0,0,0,0,0,0
C3,569,0,0,31,29,1,2,2.0,20,11205.6,1,0,1,0,0,0,0,0,0,0
C3,83,0,1,28,28,0,1,3.0,4,12888.0,0,1,0,0,0,0,0,0,0,0
C4,2465,0,1,29,29,0,4,3.0,9,5048.0,0,1,0,0,0,0,0,0,0,0
C15,1579,0,1,22,22,0,2,1.0,21,4344.0,0,1,0,0,0,0,0,0,0,0
C8,4179,0,1,22,22,0,15,3.0,22,9982.0,1,0,1,0,0,0,0,0,0,0
C4,139,1,1,58,58,0,7,2.0,6,15672.0,0,1,0,0,0,0,0,0,0,0
C1,26,1,0,66,61,1,15,4.0,17,21100.8,1,1,0,0,0,0,0,0,0,0
C8,3838,1,1,37,37,0,10,2.0,1,9666.0,0,1,0,0,0,0,0,0,0,0
C24,3098,1,1,52,52,0,15,1.0,16,13156.0,0,0,0,1,0,0,0,0,0,0
C3,236,1,1,33,33,0,2,1.0,12,6420.0,0,0,0,1,0,0,0,0,0,0
C6,202,1,0,39,29,1,7,3.0,1,17696.0,0,1,0,0,0,0,0,0,0,0
C33,657,0,1,28,28,0,15,3.0,16,6730.0,0,0,1,0,0,0,0,0,0,0
C19,2020,0,1,33,33,0,15,3.0,2,9520.0,1,0,0,0,0,1,0,0,0,0
C33,1689,0,1,52,52,0,15,3.0,22,17640.0,0,0,1,0,0,0,0,0,0,0
C36,86,0,1,62,62,0,4,3.0,22,18656.0,1,0,1,0,0,0,0,0,0,0
C15,620,0,0,65,29,0,15,3.0,19,30768.0,0,0,0,0,1,0,0,0,0,0
C1,2578,1,0,71,65,1,15,3.0,8,29328.0,0,1,0,0,0,0,0,0,0,0
C3,2787,1,1,38,38,0,8,3.0,7,10746.0,0,1,0,0,0,0,0,0,0,0
C2,3683,0,1,22,22,0,15,3.0,3,9562.0,0,0,0,1,0,0,0,0,0,0
C19,1380,1,1,47,47,0,15,3.0,2,13640.0,0,0,0,1,0,0,0,0,0,0
C16,1683,1,1,29,29,0,15,3.0,21,4832.0,0,0,0,0,1,0,0,0,0,0
C1,802,1,0,29,27,1,15,3.0,17,9268.0,1,1,0,0,0,0,0,0,0,0
C4,7,0,1,55,55,0,4,1.0,18,13992.0,0,0,0,1,0,0,0,0,0,0
C2,21,1,1,66,66,0,1,3.0,21,21454.0,0,1,0,0,0,0,0,0,0,0
C17,2574,1,1,74,74,0,1,3.0,21,21896.0,0,0,1,0,0,0,0,0,0,0
C2,560,0,1,38,38,0,3,3.0,22,15158.0,0,0,1,0,0,0,0,0,0,0
C2,1192,0,1,75,75,0,5,3.0,18,19104.0,0,0,0,1,0,0,0,0,0,0
C21,4418,1,0,35,29,1,2,1.0,2,12611.2,0,1,0,0,0,0,0,0,0,0
C2,3187,0,1,23,23,0,15,3.0,14,4856.0,0,1,0,0,0,0,0,0,0,0
C4,2583,0,1,19,19,0,15,3.0,12,6650.0,0,0,1,0,0,0,0,0,0,0
C2,1045,1,1,41,41,0,3,1.0,21,10144.0,1,1,0,0,0,0,0,0,0,0
C5,2931,1,1,56,56,0,15,3.0,18,18810.0,0,1,0,0,0,0,0,0,0,0
C3,2692,0,1,38,38,0,8,3.0,21,8652.0,0,1,0,0,0,0,0,0,0,0
C9,1003,1,1,44,44,0,5,3.0,22,7910.0,0,0,0,1,0,0,0,0,0,0
C1,1341,1,0,73,72,1,6,2.0,13,27148.8,1,1,0,0,0,0,0,0,0,0
C23,91,0,1,27,27,0,2,2.0,18,6550.0,0,1,0,0,0,0,0,0,0,0
C8,2042,0,1,67,67,0,4,1.0,12,16212.0,1,1,0,0,0,0,0,0,0,0
C11,5749,0,1,65,65,0,1,2.0,17,20264.0,0,1,0,0,0,0,0,0,0,0
C1,697,1,1,62,62,0,15,3.0,12,17892.0,1,1,0,0,0,0,0,0,0,0
C4,1008,0,1,55,55,0,14,3.0,18,15236.0,1,1,0,0,0,0,0,0,0,0
C27,1335,0,1,19,19,0,15,3.0,4,5408.0,0,0,1,0,0,0,0,0,0,0
C6,2323,0,1,22,22,0,2,2.0,22,10384.0,0,0,0,1,0,0,0,0,0,0
C3,1109,1,1,35,35,0,15,3.0,19,7356.0,0,0,0,0,1,0,0,0,0,0
C5,3793,1,1,25,25,0,15,3.0,22,5208.0,0,0,0,0,1,0,0,0,0,0
C7,2829,0,0,32,26,1,15,3.0,21,9525.0,0,0,0,1,0,0,0,0,0,0
C15,885,1,1,50,50,0,7,1.0,21,18424.0,0,0,0,0,1,0,0,0,0,0
C1,183,1,1,38,38,0,15,3.0,21,14784.0,0,1,0,0,0,0,0,0,0,0
C15,1579,0,1,73,73,0,2,1.0,21,23018.0,0,0,0,0,1,0,0,0,0,0
C2,3783,1,0,39,34,1,4,3.0,18,18480.0,0,0,1,0,0,0,0,0,0,0
C17,420,1,1,75,75,0,1,1.0,2,23256.0,0,0,0,1,0,0,0,0,0,0
C4,1976,0,1,21,21,0,15,3.0,22,6150.0,1,1,0,0,0,0,0,0,0,0
C2,1924,0,1,24,24,0,15,3.0,14,5240.0,0,1,0,0,0,0,0,0,0,0
C10,247,1,1,48,48,0,15,3.0,2,13194.0,0,0,0,1,0,0,0,0,0,0
C4,1622,1,1,53,53,0,3,1.0,15,16688.0,0,0,0,1,0,0,0,0,0,0
C4,308,0,1,25,25,0,15,3.0,5,6290.0,0,0,1,0,0,0,0,0,0,0
C4,1172,0,1,36,36,0,15,3.0,2,7168.0,0,0,0,0,0,1,0,0,0,0
C2,1904,1,0,54,53,1,3,3.0,3,26342.4,1,0,0,0,1,0,0,0,0,0
C4,845,1,1,29,29,0,15,3.0,2,9104.0,0,1,0,0,0,0,0,0,0,0
C14,1836,1,1,21,21,0,15,3.0,16,5520.0,1,0,0,1,0,0,0,0,0,0
C2,832,0,1,31,31,0,9,4.0,22,12520.0,1,1,0,0,0,0,0,0,0,0
C24,4545,1,1,61,61,0,7,1.0,1,12188.0,0,0,0,0,1,0,0,0,0,0
C21,4278,1,0,67,66,1,1,3.0,14,28672.0,0,0,1,0,0,0,0,0,0,0
C1,332,1,1,67,67,0,11,3.0,5,17100.0,0,1,0,0,0,0,0,0,0,0
C15,1815,0,0,43,30,0,2,4.0,21,19320.0,1,1,0,0,0,0,0,0,0,0
C16,1235,0,0,25,24,1,1,3.0,1,6339.2,0,0,0,1,0,0,0,0,0,0
C2,4017,1,1,75,75,0,15,4.0,22,21862.0,0,1,0,0,0,0,0,0,0,0
C8,162,0,1,29,29,0,15,3.0,21,9128.0,1,0,1,0,0,0,0,0,0,0
C1,1996,0,1,26,26,0,3,1.0,16,5408.0,0,0,0,1,0,0,0,0,0,0
C24,2185,0,1,70,70,0,4,1.0,20,20130.0,1,1,0,0,0,0,0,0,0,0
C1,2689,1,1,38,38,0,9,1.0,16,9792.0,1,1,0,0,0,0,0,0,0,0
C6,1708,0,1,50,50,0,15,3.0,20,13178.0,0,0,0,0,0,0,1,0,0,0
C2,489,1,1,70,70,0,6,3.0,18,19008.0,0,1,0,0,0,0,0,0,0,0
C4,1498,0,0,63,19,0,15,3.0,22,27955.2,0,1,0,0,0,0,0,0,0,0
C4,2454,1,1,23,23,0,15,3.0,14,5450.0,0,0,0,1,0,0,0,0,0,0
C10,1048,0,1,21,21,0,15,3.0,22,4236.0,1,0,0,0,1,0,0,0,0,0
C3,2600,0,1,48,48,0,1,3.0,18,12820.0,1,1,0,0,0,0,0,0,0,0
C25,2684,0,1,52,52,0,15,3.0,18,11640.0,0,0,1,0,0,0,0,0,0,0
C29,3037,1,0,44,34,1,15,3.0,4,15024.0,0,1,0,0,0,0,0,0,0,0
C27,3469,1,0,35,28,1,15,3.0,22,16524.0,0,0,0,0,1,0,0,0,0,0
C4,105,0,1,61,61,0,2,2.0,17,18330.0,0,0,0,1,0,0,0,0,0,0
C25,1388,0,0,24,22,1,15,3.0,16,9045.0,1,1,0,0,0,0,0,0,0,0
C8,3480,1,1,70,70,0,15,4.0,21,16632.0,1,1,0,0,0,0,0,0,0,0
C12,747,1,1,75,75,0,9,3.0,20,18976.0,1,1,0,0,0,0,0,0,0,0
C10,3571,0,1,68,68,0,1,1.0,2,21182.0,1,1,0,0,0,0,0,0,0,0
C20,468,0,1,55,55,0,15,3.0,13,13920.0,0,0,0,1,0,0,0,0,0,0
C21,3371,1,1,75,75,0,3,2.0,13,21522.0,0,1,0,0,0,0,0,0,0,0
C2,2725,0,1,33,33,0,6,3.0,3,9156.0,1,0,0,0,0,0,1,0,0,0
C16,22,1,0,43,41,1,15,3.0,20,23539.2,0,0,1,0,0,0,0,0,0,0
C2,3103,1,1,60,60,0,8,4.0,17,14454.0,0,1,0,0,0,0,0,0,0,0
C10,1405,0,1,53,53,0,2,1.0,12,13046.0,1,1,0,0,0,0,0,0,0,0
C22,695,0,1,21,21,0,15,3.0,18,8340.0,0,0,0,0,1,0,0,0,0,0
C1,6,0,1,42,42,0,15,3.0,16,10620.0,0,1,0,0,0,0,0,0,0,0
C3,13,0,0,53,26,1,15,3.0,19,20822.4,1,0,1,0,0,0,0,0,0,0
C2,364,0,1,37,37,0,3,4.0,18,14300.0,1,1,0,0,0,0,0,0,0,0
C25,1266,0,1,27,27,0,15,3.0,20,9488.0,1,0,0,1,0,0,0,0,0,0
C1,381,1,0,73,71,1,11,3.0,19,30518.4,0,1,0,0,0,0,0,0,0,0
C21,3058,0,1,72,72,0,14,1.0,13,19104.0,0,1,0,0,0,0,0,0,0,0
C1,26,1,1,69,69,0,1,3.0,20,22048.0,0,0,0,1,0,0,0,0,0,0
C13,2375,0,1,75,75,0,15,3.0,21,21250.0,0,1,0,0,0,0,0,0,0,0
C4,360,1,1,28,28,0,6,4.0,21,10128.0,0,1,0,0,0,0,0,0,0,0
C7,3894,1,1,56,56,0,5,4.0,20,15048.0,0,1,0,0,0,0,0,0,0,0
C7,1255,0,1,56,56,0,4,3.0,2,17700.0,1,1,0,0,0,0,0,0,0,0
C1,279,1,0,59,55,1,6,4.0,18,19373.2,0,0,0,0,1,0,0,0,0,0
C10,1410,0,1,19,19,0,15,3.0,18,4164.0,0,1,0,0,0,0,0,0,0,0
C4,1211,1,0,50,21,1,11,3.0,5,18942.0,0,0,0,1,0,0,0,0,0,0
C3,3171,1,1,60,60,0,15,3.0,18,12826.0,0,0,0,0,0,0,1,0,0,0
C1,325,0,1,39,39,0,5,1.0,7,14278.0,0,1,0,0,0,0,0,0,0,0
C9,3900,1,1,42,42,0,5,2.0,6,11502.0,0,0,0,0,0,1,0,0,0,0
C28,762,1,0,73,58,1,9,2.0,19,22458.8,1,1,0,0,0,0,0,0,0,0
C6,844,1,1,53,53,0,5,2.0,15,14924.0,1,1,0,0,0,0,0,0,0,0
C6,3282,0,1,56,56,0,15,3.0,20,17248.0,0,1,0,0,0,0,0,0,0,0
C7,196,1,0,48,41,1,2,1.0,19,14616.0,1,1,0,0,0,0,0,0,0,0
C1,434,1,0,70,56,1,15,3.0,22,25244.8,0,1,0,0,0,0,0,0,0,0
C2,3059,1,0,47,44,1,13,3.0,22,15030.4,0,1,0,0,0,0,0,0,0,0
C17,2978,0,1,20,20,0,15,3.0,2,5288.0,0,0,0,1,0,0,0,0,0,0
C1,564,1,1,65,65,0,2,2.0,17,19108.0,0,1,0,0,0,0,0,0,0,0
C3,2652,0,1,36,36,0,15,3.0,21,12880.0,0,0,1,0,0,0,0,0,0,0
C3,1643,0,1,39,39,0,3,1.0,2,15092.0,0,1,0,0,0,0,0,0,0,0
C2,2088,1,0,63,58,1,15,3.0,17,20664.0,0,0,0,0,1,0,0,0,0,0
C29,501,0,1,25,25,0,15,3.0,10,7188.0,0,0,0,0,1,0,0,0,0,0
C2,4804,0,1,59,59,0,1,4.0,14,11620.0,0,1,0,0,0,0,0,0,0,0
C1,268,1,1,24,24,0,4,2.0,21,7170.0,0,0,1,0,0,0,0,0,0,0
C9,3868,0,1,24,24,0,3,1.0,2,8232.0,0,0,1,0,0,0,0,0,0,0
C1,1138,1,1,71,71,0,15,3.0,18,21924.0,0,0,0,0,1,0,0,0,0,0
C5,3767,1,1,51,51,0,15,3.0,18,12540.0,1,1,0,0,0,0,0,0,0,0
C1,1577,1,1,31,31,0,15,3.0,22,13360.0,0,1,0,0,0,0,0,0,0,0
C26,88,1,1,75,75,0,15,3.0,21,21120.0,1,0,1,0,0,0,0,0,0,0
C4,1237,1,0,40,38,1,1,3.0,22,14742.0,0,0,0,0,0,1,0,0,0,0
C12,84,0,1,35,35,0,3,2.0,19,12762.0,0,1,0,0,0,0,0,0,0,0
C6,2062,0,0,48,41,1,15,3.0,20,15820.8,0,1,0,0,0,0,0,0,0,0
C10,490,1,1,48,48,0,1,1.0,12,9168.0,0,1,0,0,0,0,0,0,0,0
C34,150,1,1,70,70,0,5,4.0,22,17310.0,1,0,0,0,1,0,0,0,0,0
C1,802,0,1,75,75,0,12,2.0,20,19516.0,0,1,0,0,0,0,0,0,0,0
C7,677,1,1,75,75,0,15,3.0,5,21794.0,0,0,1,0,0,0,0,0,0,0
C2,562,0,1,65,65,0,9,3.0,11,24140.0,1,1,0,0,0,0,0,0,0,0
C6,2323,1,1,33,33,0,3,2.0,17,11720.0,0,1,0,0,0,0,0,0,0,0
C3,2917,0,1,22,22,0,15,3.0,12,3336.0,0,0,1,0,0,0,0,0,0,0
C2,2717,1,1,75,75,0,8,3.0,14,17760.0,0,1,0,0,0,0,0,0,0,0
C16,100,0,1,38,38,0,15,3.0,22,11268.0,0,0,0,1,0,0,0,0,0,0
C2,1989,1,1,36,36,0,15,3.0,18,10096.0,1,1,0,0,0,0,0,0,0,0
C1,1200,1,1,73,73,0,15,3.0,5,17108.0,1,1,0,0,0,0,0,0,0,0
C8,2963,0,1,37,37,0,6,3.0,18,12560.0,1,0,1,0,0,0,0,0,0,0
C1,2222,1,0,40,18,0,1,3.0,16,26611.2,0,1,0,0,0,0,0,0,0,0
C12,2983,0,1,24,24,0,2,1.0,20,7240.0,0,1,0,0,0,0,0,0,0,0
C24,4788,1,1,48,48,0,2,4.0,16,14304.0,0,0,1,0,0,0,0,0,0,0
C4,3376,1,0,64,58,1,15,3.0,20,28992.0,0,1,0,0,0,0,0,0,0,0
C15,3174,1,0,45,26,1,2,1.0,22,24824.8,0,0,1,0,0,0,0,0,0,0
C19,5066,1,0,45,40,1,11,3.0,19,19110.0,1,0,0,0,1,0,0,0,0,0
C7,208,1,1,75,75,0,7,3.0,15,18836.0,0,1,0,0,0,0,0,0,0,0
C2,562,1,0,64,31,1,15,4.0,22,27216.0,0,0,1,0,0,0,0,0,0,0
C4,2022,1,1,28,28,0,15,3.0,2,8176.0,0,0,0,0,1,0,0,0,0,0
C1,4939,1,1,63,63,0,15,3.0,21,17220.0,1,1,0,0,0,0,0,0,0,0
C18,3864,0,1,39,39,0,15,3.0,2,11640.0,0,1,0,0,0,0,0,0,0,0
C4,136,0,1,54,54,0,15,3.0,22,13222.0,0,1,0,0,0,0,0,0,0,0
C17,160,0,1,22,22,0,15,3.0,19,9898.0,0,0,0,1,0,0,0,0,0,0
C2,107,0,1,45,45,0,15,3.0,13,15216.0,1,0,1,0,0,0,0,0,0,0
C23,574,0,0,41,36,1,1,2.0,21,20482.0,0,1,0,0,0,0,0,0,0,0
C1,1212,1,0,75,48,0,15,3.0,18,26208.0,0,0,0,1,0,0,0,0,0,0
C6,1150,1,1,40,40,0,15,3.0,22,13376.0,0,1,0,0,0,0,0,0,0,0
C11,5072,0,1,39,39,0,10,4.0,9,11754.0,0,1,0,0,0,0,0,0,0,0
C8,1141,1,1,38,38,0,15,3.0,20,7644.0,0,1,0,0,0,0,0,0,0,0
C1,5012,1,1,62,62,0,5,1.0,5,13266.0,0,0,0,1,0,0,0,0,0,0
C2,1204,1,1,22,22,0,15,3.0,22,11088.0,0,1,0,0,0,0,0,0,0,0
C8,924,0,1,24,24,0,15,3.0,1,3708.0,0,0,0,1,0,0,0,0,0,0
C29,93,1,1,34,34,0,4,3.0,20,12100.0,0,1,0,0,0,0,0,0,0,0
C7,693,0,1,51,51,0,9,3.0,4,10314.0,0,1,0,0,0,0,0,0,0,0
C4,4144,0,1,24,24,0,15,3.0,9,10272.0,0,1,0,0,0,0,0,0,0,0
C10,405,0,1,28,28,0,3,2.0,17,12132.0,1,1,0,0,0,0,0,0,0,0
C11,175,1,1,51,51,0,15,2.0,20,13090.0,1,1,0,0,0,0,0,0,0,0
C7,1496,0,1,20,20,0,15,3.0,20,5536.0,0,0,1,0,0,0,0,0,0,0
C3,3339,1,1,24,24,0,15,3.0,18,7416.0,0,1,0,0,0,0,0,0,0,0
C7,274,1,0,52,49,1,3,2.0,20,23439.0,0,1,0,0,0,0,0,0,0,0
C18,731,0,1,45,45,0,8,3.0,15,11500.0,1,1,0,0,0,0,0,0,0,0
C9,1975,1,1,69,69,0,15,1.0,16,17082.0,1,1,0,0,0,0,0,0,0,0
C11,2773,1,1,75,75,0,15,3.0,19,18720.0,0,1,0,0,0,0,0,0,0,0
C1,3168,1,1,69,69,0,5,3.0,18,17490.0,0,0,1,0,0,0,0,0,0,0
C2,4004,0,1,24,24,0,15,3.0,11,9072.0,1,1,0,0,0,0,0,0,0,0
C1,1848,1,1,75,75,0,8,1.0,19,17752.0,0,1,0,0,0,0,0,0,0,0
C1,305,1,1,41,41,0,15,3.0,16,9604.0,1,0,1,0,0,0,0,0,0,0
C35,4597,1,1,63,63,0,9,3.0,15,16544.0,1,0,0,0,1,0,0,0,0,0
C8,635,1,1,23,23,0,15,3.0,21,3828.0,1,1,0,0,0,0,0,0,0,0
C17,420,1,0,26,19,1,1,1.0,22,9688.0,1,1,0,0,0,0,0,0,0,0
C5,30,0,1,28,28,0,4,3.0,10,12510.0,0,1,0,0,0,0,0,0,0,0
